Team name	Leaderboard: F-measure	Color scans of clean papers: F-measure	Black-and-white scans of clean papers: F-measure	Mobile phone photos of clean papers: F-measure	Mobile phone photos of stained papers: F-measure	Mobile phone photos of deteriorated papers: F-measure	Color scans of deteriorated papers: F-measure	Black-and-white scans of deteriorated papers: F-measure	Screenshots of computer monitor: F-measure
The Easy Geese	0.082	0.007	0.112	0.232	0.262	0.341	0.501	0.101	0.362
